time,date,hour,precip [mm/day],02GA041 [m3/s],02GA-19 [m3/s],02GA-17 [m3/s],16018409002 [m3/s],02GA-13 [m3/s],02GA022 [m3/s],16018406702&02GA014 [m3/s],02GA027 [m3/s],02GA001 [m3/s],02GA016 [m3/s],02GA016 (observed) [m3/s],02GA016 (res. inflow) [m3/s]
2500,2019-11-06,00:00.0,0,2.86366,7.64126,8.73771,13.1226,16.1414,25.3347,25.8675,29.1082,29.6399,33.0806,5.42,30.3478
2501,2019-11-07,00:00.0,5.22469,2.52462,6.73374,7.70242,11.5673,14.2277,22.329,22.7985,25.654,26.1223,29.3376,5.39,26.7455
2502,2019-11-08,00:00.0,0,2.25562,6.01625,6.88172,10.3348,12.7118,19.9498,20.3693,22.9206,23.339,26.1092,5.28,23.8957
2503,2019-11-09,00:00.0,0,2.01528,5.37522,6.14847,9.23361,11.3573,17.8242,18.199,20.4784,20.8522,23.3763,5.21,21.3496
2504,2019-11-10,00:00.0,0,1.80055,4.80249,5.49335,8.24976,10.1472,15.925,16.2599,18.2964,18.6304,20.9574,5.25,19.0748
2505,2019-11-11,00:00.0,0.803799,1.6087,4.29078,4.90803,7.37075,9.066,14.2282,14.5274,16.3469,16.6453,18.7838,5.34,17.0424
2506,2019-11-12,00:00.0,14.0665,1.43729,3.8336,4.38508,6.58539,8.10001,12.7122,12.9795,14.6052,14.8718,16.8456,5.4,15.2265
2507,2019-11-13,00:00.0,2.0095,1.28415,3.42512,3.91785,5.88372,7.23695,11.3577,11.5965,13.049,13.2872,15.1084,5.39,13.6041
2508,2019-11-14,00:00.0,2.0095,1.14732,3.06018,3.5004,5.2568,6.46585,10.1475,10.3609,11.6586,11.8714,13.5497,5.36,12.1546
2509,2019-11-15,00:00.0,0,1.02508,2.73411,3.12743,4.69669,5.77691,9.06629,9.25693,10.4164,10.6065,12.16,5.39,10.8595
2510,2019-11-16,00:00.0,0,0.915853,2.44279,2.7942,4.19626,5.16138,8.10027,8.2706,9.3065,9.47638,10.9,5.31,9.70244
2511,2019-11-17,00:00.0,0,0.818269,2.18251,2.49648,3.74914,4.61143,7.23719,7.38937,8.31489,8.46667,9.78627,5.33,8.66864
2512,2019-11-18,00:00.0,1.00475,0.731082,1.94996,2.23048,3.34967,4.12008,6.46606,6.60203,7.42893,7.56454,8.79637,5.44,7.745
2513,2019-11-19,00:00.0,7.83704,0.653185,1.74219,1.99282,2.99276,3.68109,5.7771,5.89858,6.63738,6.75854,7.87883,5.49,6.91976
2514,2019-11-20,00:00.0,0,0.600139,1.60368,1.83109,2.75323,3.38719,5.31589,5.42795,6.10818,6.21947,7.12743,5.48,6.36715
2515,2019-11-21,00:00.0,0,0.878571,2.34724,2.68941,4.06106,4.99401,7.81172,7.97787,8.98213,9.14191,7.57212,5.48,9.35393
2516,2019-11-22,00:00.0,8.64084,1.82422,4.87563,5.59563,8.4584,10.3995,16.2498,16.5964,18.6915,19.022,12.0399,5.48,19.4636
2517,2019-11-23,00:00.0,0.602849,2.36576,6.33181,7.26125,10.9761,13.4962,21.0947,21.5449,24.2678,24.6981,19.2867,5.5,25.2744
2518,2019-11-24,00:00.0,0,2.13615,5.72167,6.55944,9.91723,12.1947,19.0608,19.4679,21.9303,22.3192,22.8304,5.5,22.8402
2519,2019-11-25,00:00.0,0,1.90855,5.11203,5.86053,8.86055,10.8953,17.0299,17.3936,19.5936,19.9411,21.8996,5.54,20.4065
2520,2019-11-26,00:00.0,0.20095,1.99496,5.34044,6.12878,9.27255,11.4005,17.8069,18.1877,20.4894,20.8508,21.0932,5.56,21.3349
2521,2019-11-27,00:00.0,3.51662,2.25125,5.99726,6.93097,10.4504,12.8378,20.0386,20.4647,23.0592,23.4676,22.2789,5.56,24.0159
2522,2019-11-28,00:00.0,15.4731,2.79148,7.43852,8.58257,12.8894,15.8366,24.7831,25.3063,28.5082,29.0246,25.8332,5.59,29.7221
2523,2019-11-29,00:00.0,0,3.09227,8.26624,9.48645,14.2446,17.5128,27.4588,28.0381,31.5773,32.1552,30.2096,5.58,32.9381
2524,2019-11-30,00:00.0,0,2.75997,7.37823,8.46645,12.7127,15.6297,24.5073,25.0243,28.1827,28.6987,30.9821,12,29.3979
2525,2019-12-01,00:00.0,1.2057,2.46589,6.59208,7.56435,11.3582,13.9643,21.8961,22.3579,25.1798,25.6408,28.4262,15.8,26.2655
2526,2019-12-02,00:00.0,6.63134,2.20315,5.88969,6.75836,10.148,12.4764,19.563,19.9757,22.4969,22.9088,25.588,13,23.4669
2527,2019-12-03,00:00.0,0,1.96646,5.2568,6.03229,9.05769,11.136,17.461,17.8294,20.0797,20.4473,22.9444,11.2,20.9454
2528,2019-12-04,00:00.0,2.0095,1.75499,4.69134,5.38357,8.08359,9.93832,15.583,15.9117,17.92,18.248,20.5615,11.2,18.6925
2529,2019-12-05,00:00.0,4.01899,1.56771,4.1907,4.80908,7.22098,8.87777,13.9201,14.2137,16.0077,16.3007,18.4197,11.2,16.6978
2530,2019-12-06,00:00.0,5.02374,1.39513,3.72892,4.27963,6.4259,7.90017,12.3868,12.6481,14.2444,14.5051,16.4921,11.1,14.8583
2531,2019-12-07,00:00.0,2.21045,1.23512,3.30036,3.78872,5.68862,6.99353,10.9645,11.1957,12.6086,12.8393,14.716,11,13.1517
2532,2019-12-08,00:00.0,0,1.09743,2.93194,3.3663,5.05428,6.21356,9.74123,9.94666,11.2018,11.4067,13.1171,10.9,11.6842
2533,2019-12-09,00:00.0,9.04274,0.975236,2.60506,2.99144,4.49137,5.52144,8.65579,8.83831,9.95356,10.1355,11.7083,10.9,10.382
2534,2019-12-10,00:00.0,10.2484,1.54968,4.14781,4.75451,7.15585,8.79907,13.7856,14.0776,15.8554,16.143,12.9039,10.9,16.5322
2535,2019-12-11,00:00.0,1.2057,2.05794,5.51248,6.31441,9.51336,11.699,18.3238,18.7128,21.0767,21.4577,17.383,11.1,21.973
2536,2019-12-12,00:00.0,0,1.82842,4.89694,5.61011,8.45227,10.394,16.279,16.6245,18.7245,19.0628,19.8177,11.4,19.5204
2537,2019-12-13,00:00.0,0,1.6336,4.37517,5.01235,7.55168,9.28648,14.5444,14.8531,16.7294,17.0317,18.8259,11.4,17.4405
2538,2019-12-14,00:00.0,0.20095,1.4576,3.90364,4.47231,6.73805,8.28591,12.9772,13.2526,14.9267,15.1964,17.1201,15.2,15.5611
2539,2019-12-15,00:00.0,8.03799,1.29094,3.45646,3.96088,5.96751,7.33817,11.4919,11.7358,13.2182,13.4569,15.357,21.3,13.7796
2540,2019-12-16,00:00.0,2.0095,1.1412,3.05465,3.50138,5.27523,6.48667,10.1575,10.373,11.6831,11.8939,13.684,21.2,12.1789
2541,2019-12-17,00:00.0,0,1.01684,2.72154,3.11978,4.70032,5.77968,9.05015,9.2422,10.4094,10.5973,12.2027,20.6,10.8511
2542,2019-12-18,00:00.0,6.02849,0.908492,2.43156,2.78737,4.19949,5.16385,8.08585,8.25744,9.3003,9.46812,10.9087,14.1,9.69492
2543,2019-12-19,00:00.0,1.00475,0.811691,2.17248,2.49037,3.75204,4.61364,7.2243,7.37761,8.30935,8.45928,9.7845,10.3,8.66192
2544,2019-12-20,00:00.0,2.0095,0.725205,1.941,2.22502,3.35226,4.12205,6.45455,6.59152,7.42399,7.55794,8.79172,10.3,7.73899
2545,2019-12-21,00:00.0,0,0.647934,1.73419,1.98795,2.99507,3.68285,5.76681,5.88919,6.63296,6.75264,7.87353,10.2,6.9144
2546,2019-12-22,00:00.0,0,0.578897,1.54941,1.77613,2.6784,3.29289,5.15481,5.26415,5.92867,6.0356,7.07301,7.81,6.18012
2547,2019-12-23,00:00.0,0,0.506973,1.35613,1.55539,2.35127,2.88922,4.51879,4.6145,5.19618,5.28968,6.33412,5.55,5.41597
2548,2019-12-24,00:00.0,0,0.564322,1.50812,1.73426,2.63379,3.23439,5.04423,5.15156,5.80183,5.90419,5.97591,5.54,6.04194
2549,2019-12-25,00:00.0,0,0.62137,1.65991,1.91194,2.91351,3.57639,5.56654,5.68537,6.40374,6.51518,6.18426,5.56,6.66478
2550,2019-12-26,00:00.0,0,0.542149,1.44723,1.66821,2.54957,3.12774,4.8627,4.96635,5.59289,5.68986,6.21154,5.58,5.81993
2551,2019-12-27,00:00.0,0.401899,0.682235,1.81974,2.10126,3.21404,3.9425,6.12238,6.25333,7.04336,7.16432,6.40892,5.57,7.32655
2552,2019-12-28,00:00.0,0.401899,1.17458,3.13435,3.61774,5.52251,6.77752,10.5316,10.7573,12.1183,12.3264,8.56541,5.54,12.6058
2553,2019-12-29,00:00.0,0,1.44322,3.85533,4.4463,6.7896,8.33292,12.9508,13.2285,14.9028,15.1593,12.0858,5.59,15.5038
2554,2019-12-30,00:00.0,9.44464,1.31439,3.51313,4.05191,6.20323,7.61006,11.8176,12.0709,13.5985,13.832,13.9232,15.6,14.1457
2555,2019-12-31,00:00.0,3.61709,1.39621,3.72926,4.30527,6.60029,8.095,12.56,12.8294,14.4526,14.6995,14.381,21.6,15.0311
2556,2020-01-01,00:00.0,2.0095,1.47015,3.92464,4.5342,6.95968,8.5338,13.2315,13.5155,15.225,15.4841,15.1124,24.8,15.832
2557,2020-01-02,00:00.0,0,1.29713,3.46142,4.00074,6.1578,7.5465,11.6894,11.9399,13.4481,13.6763,14.9577,26.4,13.9826
2558,2020-01-03,00:00.0,0,1.145,3.0543,3.53166,5.45194,6.67761,10.3329,10.5541,11.8852,12.0863,13.6986,23.1,12.3562
2559,2020-01-04,00:00.0,0,1.20219,3.20711,3.70975,5.73111,7.01912,10.8565,11.089,12.4884,12.6989,12.9772,15.3,12.9814
2560,2020-01-05,00:00.0,1.00475,1.25328,3.34365,3.86887,5.9809,7.3246,11.3246,11.5674,13.0276,13.2466,13.1599,11.4,13.5404
2561,2020-01-06,00:00.0,8.03799,1.10582,2.94907,3.41384,5.29371,6.47919,10.0068,10.221,11.5094,11.7022,12.8778,11.5,11.9609
2562,2020-01-07,00:00.0,0,0.974079,2.59654,3.0073,4.67889,5.723,8.8286,9.01733,10.152,10.3216,11.7816,11.5,10.5488
2563,2020-01-08,00:00.0,5.02374,0.856371,2.28157,2.64407,4.12876,5.04656,7.77511,7.94104,8.9385,9.08719,10.5373,11.4,9.28638
2564,2020-01-09,00:00.0,2.0095,0.755231,2.01125,2.33193,3.65536,4.46467,6.86969,7.01604,7.89559,8.02647,9.38063,11.4,8.2017
2565,2020-01-10,00:00.0,0,0.668459,1.7796,2.06408,3.24859,3.96486,6.09273,6.22226,7.0007,7.11637,8.34695,11.4,7.27119
2566,2020-01-11,00:00.0,30.9463,0.587108,1.56307,1.81304,2.86673,3.49613,5.365,5.47882,6.16268,6.26411,7.41296,11.3,6.39958
2567,2020-01-12,00:00.0,60.8878,9.31908,24.8333,28.6107,43.4031,53.3029,83.0923,84.8611,95.5596,97.2345,46.1254,23.6,99.4816
2568,2020-01-13,00:00.0,1.00475,11.0766,29.6001,33.9793,51.6326,63.4059,98.9378,101.038,113.752,115.768,102.134,52,118.48
2569,2020-01-14,00:00.0,0,3.83862,10.3854,11.7428,18.1531,22.2486,34.7472,35.4736,39.886,40.6196,81.4447,106,41.6175
2570,2020-01-15,00:00.0,0,3.41569,9.24056,10.4488,16.2857,19.9298,31.0505,31.6968,35.6227,36.2754,40.9796,117,37.1631
2571,2020-01-16,00:00.0,3.01425,3.03783,8.21767,9.29271,14.6084,17.8491,27.7388,28.3135,31.8048,32.3852,35.9936,117,33.1745
2572,2020-01-17,00:00.0,2.0095,2.70023,7.30377,8.25977,13.1046,15.9849,24.7747,25.2855,28.3884,28.9042,32.1434,120,29.6055
2573,2020-01-18,00:00.0,0.602849,2.40556,6.50639,7.35829,11.7907,14.3566,22.1867,22.6418,25.4059,25.8653,28.7984,70.7,26.49
2574,2020-01-19,00:00.0,22.1045,2.14805,5.80985,6.57059,10.6371,12.9283,19.9201,20.3265,22.7947,23.2049,25.8582,23.1,23.7627
2575,2020-01-20,00:00.0,0.20095,1.91505,5.17945,5.8578,9.5835,11.6261,17.8593,18.2216,20.4219,20.7876,23.2455,12.9,21.2849
2576,2020-01-21,00:00.0,0,1.70807,4.61951,5.22463,8.63967,10.4615,16.0208,16.3439,18.3064,18.6325,20.9015,8,19.0759
2577,2020-01-22,00:00.0,0,1.52607,4.1273,4.66794,7.80292,9.43062,14.3976,14.6863,16.4396,16.731,18.803,5.47,17.1272
2578,2020-01-23,00:00.0,0,1.35923,3.67587,4.15754,7.02826,8.47795,12.9016,13.1587,14.7203,14.9798,16.9168,5.49,15.3326
2579,2020-01-24,00:00.0,0,1.2032,3.25338,3.68012,6.29643,7.57954,11.4948,11.7223,13.1043,13.3339,15.1739,5.49,13.6461
2580,2020-01-25,00:00.0,13.6646,1.06108,2.86843,3.2452,5.62333,6.75467,10.2066,10.4072,11.6256,11.828,13.5582,5.46,12.103
2581,2020-01-26,00:00.0,1.2057,0.934105,2.52449,2.85663,5.01611,6.01186,9.0498,9.22636,10.2986,10.4766,12.0894,8.76,10.7185
2582,2020-01-27,00:00.0,2.0095,0.820656,2.2172,2.50945,4.46823,5.34283,8.01093,8.16599,9.10762,9.26391,10.7525,13.8,9.47617
2583,2020-01-28,00:00.0,0,0.719296,1.94265,2.19927,3.97577,4.74213,7.07978,7.21564,8.04059,8.17745,9.56117,15.1,8.36325
2584,2020-01-29,00:00.0,0,0.628735,1.69735,1.92214,3.53462,4.20426,6.24669,6.36539,7.08608,7.20559,8.49135,15.1,7.36775
2585,2020-01-30,00:00.0,0,0.548805,1.48089,1.67755,3.14259,3.72689,5.5088,5.61236,6.24106,6.34526,7.51882,15,6.48657
2586,2020-01-31,00:00.0,0,0.480983,1.29738,1.47007,2.80601,3.31795,4.879,4.96972,5.52045,5.61168,6.68139,14.9,5.73536
2587,2020-02-01,00:00.0,0.602849,0.421692,1.13701,1.28871,2.50845,2.95714,4.3252,4.40471,4.88731,4.96722,5.94546,14.8,5.07549
2588,2020-02-02,00:00.0,4.01899,0.361368,0.973503,1.10406,2.20487,2.58911,3.76037,3.82844,4.24153,4.30985,5.24594,14.7,4.40234
2589,2020-02-03,00:00.0,7.03324,0.301425,0.810776,0.920505,1.90202,2.22214,3.19751,3.2542,3.59808,3.65485,4.59261,8.89,3.73157
2590,2020-02-04,00:00.0,0,0.247869,0.665387,0.756505,1.6285,1.89133,2.69169,2.7382,3.02026,3.06671,3.98803,5.5,3.12933
2591,2020-02-05,00:00.0,0,0.200019,0.53549,0.609979,1.38137,1.59301,2.23701,2.27443,2.50125,2.53847,3.40651,5.49,2.5885
2592,2020-02-06,00:00.0,3.01425,0.165179,0.441204,0.50339,1.19558,1.37004,1.90057,1.9314,2.11815,2.14871,2.88489,5.5,2.18967
2593,2020-02-07,00:00.0,4.01899,0.143302,0.382423,0.436603,1.07141,1.22265,1.68247,1.70919,1.87102,1.89747,2.49464,5.49,1.93289
2594,2020-02-08,00:00.0,0.602849,0.119736,0.318843,0.364571,0.93973,1.06589,1.4492,1.47148,1.60631,1.62829,2.19758,5.5,1.65764
2595,2020-02-09,00:00.0,3.01425,0.10015,0.266078,0.30473,0.827367,0.932696,1.25253,1.27111,1.38356,1.40184,1.92272,5.5,1.42618
2596,2020-02-10,00:00.0,12.057,0.0894791,0.237728,0.272261,0.757887,0.851994,1.13775,1.15435,1.25482,1.27115,1.68861,5.5,1.29289
2597,2020-02-11,00:00.0,0,0.0692256,0.182897,0.210292,0.643706,0.716194,0.935959,0.948729,1.0259,1.03835,1.47101,5.4,1.05482
2598,2020-02-12,00:00.0,0,0.0404106,0.10441,0.121965,0.489263,0.530843,0.656108,0.663386,0.707141,0.713992,1.22176,5.51,0.722787
2599,2020-02-13,00:00.0,3.01425,0.0153099,0.036703,0.0448092,0.352111,0.3669,0.41076,0.413266,0.427888,0.430036,0.969524,5.53,0.432622
2600,2020-02-14,00:00.0,2.0095,0.001903,0.00301599,0.00466587,0.271861,0.273153,0.276676,0.276838,0.277466,0.277509,0.778399,5.53,0.277509
2601,2020-02-15,00:00.0,0,0,0,0,0.247341,0.247341,0.247341,0.247341,0.247341,0.247341,0.646713,5.53,0.247341
2602,2020-02-16,00:00.0,3.01425,0,0,0,0.234353,0.234353,0.234353,0.234353,0.234353,0.234353,0.544846,5.54,0.234353
2603,2020-02-17,00:00.0,0,0,0,0,0.225096,0.225096,0.225096,0.225096,0.225096,0.225096,0.464637,5.52,0.225096
2604,2020-02-18,00:00.0,5.02374,0,0,0,0.216523,0.216523,0.216523,0.216523,0.216523,0.216523,0.400932,5.5,0.216523
2605,2020-02-19,00:00.0,0,0,0,0,0.207956,0.207956,0.207956,0.207956,0.207956,0.207956,0.35,5.51,0.207956
2606,2020-02-20,00:00.0,0.602849,0,0,0,0.199764,0.199764,0.199764,0.199764,0.199764,0.199764,0.31002,5.49,0.199764
2607,2020-02-21,00:00.0,0,0,0,0,0.192464,0.192464,0.192464,0.192464,0.192464,0.192464,0.280314,5.48,0.192464
2608,2020-02-22,00:00.0,0,0,0,0,0.185728,0.185728,0.185728,0.185728,0.185728,0.185728,0.257419,5.48,0.185728
2609,2020-02-23,00:00.0,0,0,0,0,0.178692,0.178692,0.178692,0.178692,0.178692,0.178692,0.236607,5.27,0.178692
2610,2020-02-24,00:00.0,0,0,0,0,0.171298,0.171298,0.171298,0.171298,0.171298,0.171298,0.217025,5.2,0.171298
2611,2020-02-25,00:00.0,11.0522,0.0541759,0.154321,0.161896,0.41816,0.479777,0.663464,0.674757,0.738064,0.748172,0.275291,5.21,0.761836
2612,2020-02-26,00:00.0,3.01425,0.171723,0.482642,0.523483,0.970423,1.16356,1.73928,1.7747,1.97975,2.01168,0.55533,5.22,2.05503
2613,2020-02-27,00:00.0,7.03324,0.213205,0.596547,0.655154,1.16523,1.40415,2.11636,2.1602,2.41721,2.45686,1.07614,5.27,2.51082
2614,2020-02-28,00:00.0,3.01425,0.176914,0.496586,0.542597,0.987414,1.18621,1.77893,1.81543,2.02859,2.06159,1.53273,5.39,2.10654
2615,2020-02-29,00:00.0,5.02374,0.151401,0.425807,0.463799,0.861442,1.03186,1.54002,1.57132,1.75368,1.78199,1.70924,5.46,1.82054
2616,2020-03-01,00:00.0,0,0.132816,0.373858,0.406654,0.768803,0.918411,1.36455,1.39203,1.55199,1.57684,1.71095,5.43,1.61069
2617,2020-03-02,00:00.0,0,0.118664,0.334024,0.363324,0.697504,0.831172,1.22977,1.25432,1.39724,1.41944,1.63581,5.3,1.44969
2618,2020-03-03,00:00.0,0,0.0835817,0.238261,0.253941,0.524753,0.619939,0.903984,0.921504,1.02199,1.03783,1.46867,5.27,1.05946
2619,2020-03-04,00:00.0,2.0095,0.0275883,0.0806479,0.0825017,0.251185,0.283298,0.379258,0.385193,0.418239,0.423604,1.14678,5.31,0.430962
2620,2020-03-05,00:00.0,0,0,0,0,0.112494,0.112494,0.112494,0.112494,0.112494,0.112494,0.827212,5.32,0.112494
2621,2020-03-06,00:00.0,3.01425,0,0,0,0.105409,0.105409,0.105409,0.105409,0.105409,0.105409,0.631388,5.32,0.105409
2622,2020-03-07,00:00.0,0,0,0,0,0.0999974,0.0999974,0.0999974,0.0999974,0.0999974,0.0999974,0.492477,5.27,0.0999974
2623,2020-03-08,00:00.0,0,0,0,0,0.0958324,0.0958324,0.0958324,0.0958324,0.0958324,0.0958324,0.391045,5.27,0.0958324
2624,2020-03-09,00:00.0,0,0,0,0,0.0915518,0.0915518,0.0915518,0.0915518,0.0915518,0.0915518,0.313068,5.27,0.0915518
2625,2020-03-10,00:00.0,15.4731,1.57932,4.22059,4.85479,7.44377,9.12805,14.1888,14.4906,16.3132,16.5973,4.20567,5.24,16.9795
2626,2020-03-11,00:00.0,4.21994,4.24952,11.3525,13.0631,19.8969,24.4283,38.0397,38.8517,43.755,44.5183,22.1267,5.71,45.5445
2627,2020-03-12,00:00.0,0,5.0302,13.4332,15.463,23.5753,28.9385,45.0435,46.0046,51.8076,52.7098,43.8907,5.77,53.9222
2628,2020-03-13,00:00.0,4.21994,4.78572,12.7847,14.7186,22.4961,27.6016,42.9282,43.8437,49.3718,50.2301,51.5097,19.2,51.3839
2629,2020-03-14,00:00.0,0,4.65498,12.4455,14.3296,21.9639,26.9359,41.8543,42.7467,48.1376,48.9725,50.762,37.5,50.0958
2630,2020-03-15,00:00.0,0,4.19994,11.2309,12.9351,19.9126,24.401,37.8621,38.6682,43.5381,44.2906,47.9856,51.4,45.3032
2631,2020-03-16,00:00.0,0,3.71264,9.92474,11.4345,17.6887,21.6559,33.5507,34.2633,38.5675,39.2319,43.3095,51,40.1256
2632,2020-03-17,00:00.0,1.00475,3.28189,8.77047,10.108,15.7169,19.2233,29.7341,30.364,34.1682,34.7549,38.55,47.2,35.5436
2633,2020-03-18,00:00.0,0,2.88314,7.70097,8.88013,13.8828,16.9625,26.1907,26.7441,30.0853,30.5997,34.1768,44.3,31.2909
2634,2020-03-19,00:00.0,0.20095,2.52226,6.73268,7.76887,12.2156,14.9092,22.9761,23.4601,26.3823,26.8312,30.1636,27.8,27.4339
2635,2020-03-20,00:00.0,5.02374,3.49266,9.31398,10.7548,16.7679,20.4969,31.6535,32.3238,36.3663,36.985,32.1793,14.1,37.8149
2636,2020-03-21,00:00.0,3.61709,9.22271,24.5848,27.9505,43.1699,53.0198,82.406,84.1709,94.5501,96.148,65.0851,29.5,98.2604
2637,2020-03-22,00:00.0,0,10.4045,27.7364,31.6225,48.8147,59.9208,93.093,95.0831,106.848,108.662,102.717,51,111.067
2638,2020-03-23,00:00.0,5.02374,6.61836,17.6455,20.4402,31.679,38.7346,59.89,61.1572,68.8501,70.0331,91.5618,51,71.6261
2639,2020-03-24,00:00.0,4.42089,5.90369,15.7393,18.2331,28.4262,34.7197,53.5896,54.72,61.582,62.6371,68.0949,34.1,64.0578
2640,2020-03-25,00:00.0,0,5.77059,15.3839,17.82,27.8833,34.0396,52.4775,53.5841,60.2927,61.3202,63.5958,15.7,62.7013
2641,2020-03-26,00:00.0,0,6.78417,18.0846,20.9364,32.6849,39.9263,61.5938,62.8962,70.7762,71.9799,67.8703,9.51,73.5963
2642,2020-03-27,00:00.0,0,7.41871,19.5639,23.1444,35.866,43.7078,67.1888,68.5979,77.3138,78.6272,76.5416,9.57,80.3968
2643,2020-03-28,00:00.0,0,6.87598,17.9498,21.7026,33.5241,40.7177,62.3086,63.5986,71.7672,72.989,77.425,13.9,74.6442
2644,2020-03-29,00:00.0,15.0712,6.77888,17.7969,21.3052,33.0089,40.1087,61.5302,62.7988,70.7969,72.0249,74.2132,18,73.6975
2645,2020-03-30,00:00.0,14.5689,7.31992,19.3769,22.8168,35.417,43.0997,66.4426,67.8085,76.3573,77.718,76.5089,29.8,79.5827
2646,2020-03-31,00:00.0,0.20095,7.19051,19.1296,22.2984,34.8225,42.3748,65.4357,66.7737,75.1146,76.475,78.8265,47.7,78.3487
2647,2020-04-01,00:00.0,1.2057,6.46282,17.2314,19.9919,31.5438,38.3294,59.1124,60.312,67.7798,69.015,74.623,47.9,70.7225
2648,2020-04-02,00:00.0,0,5.81505,15.5441,17.9356,28.6132,34.7162,53.4751,54.5512,61.2401,62.3646,67.5802,47.6,63.9256
2649,2020-04-03,00:00.0,0,5.20295,13.9541,15.9858,25.8167,31.2738,48.127,49.0859,55.0354,56.0572,61.0409,26.1,57.4835
2650,2020-04-04,00:00.0,0,4.64369,12.5027,14.2011,23.2446,28.111,43.2254,44.0769,49.3485,50.2772,54.9445,14.3,51.5818
2651,2020-04-05,00:00.0,0,4.13563,11.1849,12.5778,20.894,25.2232,38.7592,39.513,44.1674,45.0118,49.3667,11.5,46.2068
2652,2020-04-06,00:00.0,0,3.67732,9.99626,11.1125,18.7654,22.6098,34.7224,35.3878,39.4847,40.2534,44.3011,11.5,41.3499
2653,2020-04-07,00:00.0,0,3.27962,8.9631,9.84453,16.9268,20.3511,31.2255,31.8147,35.4302,36.1323,39.8049,7.38,37.1264
2654,2020-04-08,00:00.0,4.82279,2.99496,8.26284,8.90911,15.5765,18.7092,28.7483,29.2818,32.5497,33.2047,36.1184,5.21,34.0902
2655,2020-04-09,00:00.0,8.64084,2.89405,8.0299,8.57377,15.1144,18.1609,27.9277,28.4417,31.5929,32.2263,33.8533,5.21,33.0528
2656,2020-04-10,00:00.0,0.803799,2.726,7.55444,8.08815,14.4244,17.3042,26.4962,26.9812,29.9564,30.5481,32.4046,5.06,31.321
2657,2020-04-11,00:00.0,0,2.4233,6.71581,7.1887,13.101,15.6608,23.8327,24.2636,26.9075,27.4337,30.1972,4.94,28.1209
2658,2020-04-12,00:00.0,0,2.16509,6.00023,6.42274,11.9479,14.2349,21.5361,21.9212,24.2833,24.7535,27.4066,4.93,25.3674
2659,2020-04-13,00:00.0,5.82754,1.96051,5.42261,5.81212,10.9805,13.0478,19.6455,19.9933,22.1258,22.5498,24.8268,4.91,23.1028
2660,2020-04-14,00:00.0,0,1.66588,4.59877,4.9227,9.5542,11.3043,16.9027,17.1957,18.9916,19.3521,22.0785,4.93,19.8197
2661,2020-04-15,00:00.0,0,1.37655,3.801,4.05432,8.16598,9.60868,14.2398,14.48,15.9531,16.2529,19.1045,4.91,16.6398
2662,2020-04-16,00:00.0,0,1.22987,3.396,3.62233,7.44192,8.7309,12.8685,13.0832,14.3993,14.6672,16.7041,4.9,15.0129
2663,2020-04-17,00:00.0,0,1.09883,3.03415,3.23637,6.77935,7.93099,11.6278,11.8195,12.9955,13.2348,14.9724,8.2,13.5436
2664,2020-04-18,00:00.0,0,0.98175,2.71086,2.89153,6.17425,7.20318,10.5061,10.6774,11.728,11.9419,13.5105,9.85,12.2178
2665,2020-04-19,00:00.0,0,0.877144,2.42202,2.58344,5.62688,6.54618,9.49714,9.6502,10.5889,10.7799,12.2268,9.87,11.0265
2666,2020-04-20,00:00.0,2.4114,0.673124,1.85964,1.9673,4.59783,5.2994,7.56942,7.68476,8.39293,8.54158,10.6155,6.45,8.73116
2667,2020-04-21,00:00.0,1.30617,0.490843,1.35718,1.41681,3.6631,4.17014,5.83176,5.9134,6.41561,6.52639,8.68714,4.9,6.66508
2668,2020-04-22,00:00.0,1.00475,0.438543,1.21257,1.26585,3.34788,3.8009,5.28547,5.35841,5.8071,5.90608,7.25032,4.9,6.03
2669,2020-04-23,00:00.0,0,0.391816,1.08337,1.13097,3.0591,3.46385,4.79024,4.85541,5.2563,5.34473,6.36884,4.9,5.45544
2670,2020-04-24,00:00.0,0,0.350068,0.96794,1.01047,2.79463,3.15626,4.34132,4.39955,4.75772,4.83673,5.69556,4.9,4.93564
2671,2020-04-25,00:00.0,0,0.300522,0.831105,0.865148,2.49593,2.80578,3.82397,3.87364,4.17925,4.24741,5.08185,4.9,4.3324
2672,2020-04-26,00:00.0,0,0.1805,0.518796,0.502979,1.87554,2.06409,2.70321,2.73238,2.90928,2.95433,4.28971,4.9,3.00926
2673,2020-04-27,00:00.0,0,0.0751275,0.239834,0.189236,1.32349,1.40558,1.7048,1.71631,1.78304,1.80629,3.2713,4.89,1.83232
2674,2020-04-28,00:00.0,0.602849,0.0426013,0.134862,0.105083,1.10541,1.15204,1.32058,1.32683,1.36411,1.37638,2.40707,4.9,1.38681
2675,2020-04-29,00:00.0,0.20095,0.0126355,0.0394551,0.030481,0.898007,0.911878,0.961325,0.963048,0.973879,0.977082,1.81092,4.9,0.9781
2676,2020-04-30,00:00.0,8.43989,0.150588,0.395803,0.454311,1.43997,1.59588,2.07238,2.09951,2.2636,2.29099,1.66976,4.9,2.3275
2677,2020-05-01,00:00.0,14.0665,0.559339,1.47332,1.69125,3.21709,3.79796,5.5713,5.67268,6.28652,6.38843,2.8587,4.92,6.5245
2678,2020-05-02,00:00.0,0,0.773948,2.04023,2.34208,4.15327,4.95792,7.41342,7.55399,8.40556,8.54667,5.24643,4.9,8.73519
